"County","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070"
"GREENWOOD",69238.8644828,69872.31287441835,70511.55652088152,71156.64844147122,71807.64214052875,72464.59161189283,73127.5513433777,73796.5763212925,74471.72203500182,75153.04448152806,75840.60017019584,76534.4461273189,77234.63990092986,77941.2395655535,78654.30372702316,79373.89152734188,80100.06264958746,80832.87732286268,81572.39632729076,82318.68099905647,83071.79323549342,83831.79550021785,84598.75082830938,85372.72283153924,86153.77570364624,86941.97422566099,87737.38377127898,88540.07031228261,89350.10042401306,90167.54129089192,90992.46071199373,91824.92710666903,92665.0095202193,93512.77762962358,94368.30174931744,95231.65283702497,96102.9024996441,96982.12299918561,97869.3872587667,98764.76886865923,99668.3420923933,100580.18187291682,101500.36383881124,102428.96431056426,103366.06030689995,104311.7295511666,105266.05047778331,106229.10223874528,107200.96471018877,108181.71849901605
"HAMPTON",18257.93200727,18424.969086093777,18593.534343776526,18763.641761229792,18935.305447272858,19108.539639802933,19283.358706976043,19459.777148398756,19637.809596330753,19817.470816898476,19998.77571131982,20181.739317140058,20366.376809479043,20552.70350228988,20740.73484962904,20930.486446938146,21121.974032337475,21315.213487931273,21510.220841125025,21707.012265954807,21905.60408442873,22106.012767880737,22308.25493833671,22512.347369893152,22718.306990108398,22926.15088140663,23135.89628249469,23347.56058979187,23561.16135887279,23776.716305923455,23994.243309210673,24213.76041056485,24435.28581687642,24658.837901605948,24884.435206307997,25112.096442169,25341.840491559185,25573.68640959868,25807.653425737954,26043.760945352733,26282.028551353473,26522.476005809607,26765.1232515886,27009.990414010033,27257.097802514825,27506.465912349675,27758.11542626698,28012.067216240273,28268.342345195346,28526.96206875724
"HORRY",363274.6998726,372688.5670573891,382346.3843311988,392254.4733942151,402419.3197665817,412847.577033615,423546.07120103,434521.8051630263,445781.9632861604,457333.91611200315,469185.2251816625,481343.6479853274,493817.14304007485,506613.87509926193,519742.2204969138,533210.7726306055,547028.3475864273,561203.9899097141,575746.978525317,590666.8328112933,605973.3188299882,621676.4557205891,637786.5222573353,654314.063577677,671269.8980847871,688665.1245289443,706511.1292724217,724819.593742638,743602.5020784482,762872.1489745802,782641.1477293515,802922.4385009327,823729.2967775635,845075.3420672663,866974.5468127426,889441.2455372894,912490.1442277237,936136.3299604526,960395.2807769951,985282.8758154153,1010815.4057043017,1037009.583226095,1063882.5542567435,1091451.90898885,1119735.6934456509,1148752.42129337,1178521.085959677,1209061.1730661795,1240392.6731830938,1272536.0949144345
"JASPER",29421.75285228,29731.469583661863,30044.446639273203,30360.718339875544,30680.31936751802,31003.28476934054,31329.649961417028,31659.45073263913,31992.72324864078,32329.504055764093,32669.830085067002,33013.73865637307,33361.26748236396,33712.45467271496,34067.33873827408,34425.95859528505,34788.35356965493,35154.56340126649,35524.62824833603,35898.588691817145,36276.485739850774,36658.360832262086,37044.25584510478,37434.21309525313,37828.27534504242,38226.48580695825,38628.888148375125,39035.526496345046,39446.445442436365,39861.6900476237,40281.30584722927,40705.33885591625,41133.835572734686,41566.84298622056,42004.408579548486,42446.58033573867,42893.40674291868,43344.93679964064,43801.220020254324,44262.30644033686,44728.246622179606,45199.09166033273,45674.89318720819,46155.70337874175,46641.57496011448,47132.56121153456,47628.71597407994,48130.09365560254,48636.749236694515,49148.73827671736
"KERSHAW",65871.7189384,66474.36218979287,67082.51886780195,67696.23941333563,68315.57472877312,68940.57618218624,69571.2956116,70207.785329292,70850.09812613134,71498.287275957,72152.40653999652,72812.51017132496,73478.65291936466,74150.89003442621,74829.27727229093,75513.87089883532,76204.7276946978,76901.90495998805,77605.46051903961,78315.45272520583,79031.94046569974,79754.98316647815,80484.64079717058,81220.97387605307,81964.04347506771,82713.91122488784,83470.63932002989,84234.29052401175,85004.92817455849,85782.61618885548,86567.41906884991,87359.40190660047,88158.63038967624,88965.17080660479,89779.09005237023,90600.45563396148,91429.3356759714,92265.79892624705,93109.91476159169,93961.75319351895,94821.38487405959,95688.88110162147,96564.31382690309,97447.75565886115,98339.2798707329,99238.9604061134,100146.8718850884,101063.08961042354,101987.68957380981,102920.7484621665
"LANCASTER",98751.7307706,100759.46755261708,102808.02394310488,104898.22985186569,107030.93206172684,109206.99457158895,111427.29894644853,113692.74467453697,116004.24953172072,118362.74995330989,120769.20141342648,123224.57881208521,125729.87687014458,128286.11053228736,130894.31537819434,133555.54804207777,136270.8866407442,139041.43121036058,141868.3041520999,144752.650686848,147695.63931915438,150698.46231061607,153762.33616288597,156888.50211050102,160078.22662373044,163332.80192164727,166653.54649563125,170041.80564351534,173498.95201459163,177026.38616569838,180625.5371286124,184297.8629889777,188044.851477004,191868.02057017517,195768.9191082111,199749.12742053263,203810.25796648368,207953.95598856956,212181.90017897676,216495.80335964318,220897.41317615588,225388.51280575577,229970.92167973737,234646.49622053557,239417.1305937982,244284.75747574912,249251.34883615287,254318.9167371977,259489.51414862074,264765.23577940586
"LAURENS",67736.7171826,68356.42281863745,68981.79798061757,69612.89453756095,70249.76483302441,70892.4616894424,71541.03841250806,72195.54879559454,72856.04712421654,73522.58818053281,74195.22724788992,74874.02011540742,75559.02308260492,76250.29296407186,76947.8870941795,77651.86333183642,78362.2800652873,79079.19621695577,79802.67124833133,80532.76516490128,81269.53852112751,82013.05242546894,82763.36854544994,83520.54911277503,84284.65692849045,85055.75536819291,85833.90838728596,86619.18052628456,87411.6369161681,88211.34328378232,89018.3659572909,89832.77187167655,90654.62857429286,91484.00423046657,92320.9676291513,93165.58818863293,94017.93596228724,94878.08164439013,95746.0965759811,96622.05275078026,97506.02282115958,98398.08010416874,99298.29858761604,100206.75293620501,101123.51849772727,102048.67130931167,102982.28810373109,103924.44631576665,104875.22408863007,105834.70028044515
"LEE",16196.69451773,16344.873870011817,16494.40887670933,16645.311940352763,16797.595576939864,16951.272416973992,17106.35520651171,17262.856808219938,17420.790202442793,17580.168488278192,17741.004884664293,17903.312731475904,18067.105490630856,18232.396747206592,18399.200210566894,18567.529715498953,18737.399223360833,18908.822823239447,19081.81473311909,19256.389301060717,19432.56100639196,19610.34446090806,19789.754410083784,19970.805734296413,20153.51345005994,20337.892711270535,20523.958810463442,20711.72718008133,20901.213393754286,21092.433167591484,21285.402361484714,21480.136980423784,21676.653175824005,21874.967246865788,22075.095641846525,22277.05495954479,22480.861950597086,22686.533518887136,22894.086722947908,23103.53877737646,23314.90705426172,23528.20908462535,23743.462559875778,23960.68533327553,24179.895421422014,24401.11100574178,24624.35043399854,24849.63222181495,25076.97505420826,25306.397787140104
"LEXINGTON",297223.3109765,299942.52986744983,302686.6261859224,305455.8275290422,308250.3635761605,311070.46610790543,313916.36902540596,316788.3083696916,319686.52234127006,322611.2513198836,325562.73788444634,328541.2268331639,331546.9652038369,334580.2022943512,337641.1896833536,340730.18125111907,343847.43320060713,346993.2040787118,350167.75479770516,353371.3486568783,356604.25136437884,359866.73105924943,363159.0583336671,366481.5062553866,369834.35039038846,373217.86882573494,376632.3421926345,380078.0536897178,383555.2891065261,387064.3368472151,390605.4879544751,394179.0361336704,397785.2777771996,401424.5119890781,405097.04060974653,408803.1682411051,412543.20227177785,416317.45290260756,420126.23317238386,423969.85898380715,427848.6491296892,431762.92531939497,435713.0122055244,439699.2374108401,443721.9315554401,447781.4282841799,451878.064294345,456012.17936357716,460184.11637805536,464394.22136093536
"MCCORMICK",9469.73989683,9556.376088100602,9643.804891387968,9732.033558093623,9821.069405960274,9910.919819678758,10001.592251500535,10093.094221855774,10185.433319977108,10278.617204529088,10372.653604243398,10467.550318559888,10563.315218273443,10659.956246186825,10757.481417769417,10855.898821822066,10955.216621147949,11055.443053229612,11156.586430912188,11258.655143092874,11361.657655416708,11465.602510978715,11570.498331032479,11676.353815705195,11783.177744719264,11890.97897812048,11999.766457012904,12109.54920430043,12220.336325435166,12332.137009172622,12444.960528333862,12558.816240574568,12673.713589161192,12789.662103754179,12906.671401198362,13024.751186320584,13143.911252734633,13264.161483653532,13385.511852709247,13507.972424779915,13631.553356824626,13756.264898725856,13882.117394139592,14009.121281353242,14137.287094151401,14266.625462689517,14397.147114375573,14528.862874759823,14661.783668432665,14795.920519930743
"MARION",28521.12736543,28782.05975350031,29045.379344231715,29311.107977521464,29579.267693074355,29849.88073223072,30122.969539811154,30398.556765978075,30676.665268114346,30957.31811271911,31240.538577320905,31526.350152408348,31814.77654337842,32105.84167250264,32399.569680911158,32695.98493059507,32995.112006427,33296.975718200185,33601.60110268622,33909.01342571161,34219.238184253365,34532.301108553715,34848.228164254164,35167.04555454917,35488.779722359395,35813.45735252491,36141.10537401846,36471.750962178965,36805.421540965486,37142.144785231736,37481.948623021504,37824.86123788498,38170.91107121634,38520.12682461269,38872.537462254615,39228.172213308426,39587.060574350515,39949.2323118138,40314.71746445654,40683.546345853814,41055.749546911706,41431.35793840457,41810.402673535464,42192.91519051998,42578.92721519385,42968.470763644145,43361.57814486487,43758.28196343662,44158.61512223079,44562.61082513865
"MARLBORO",26327.51698513,26568.38060145459,26811.44781645891,27056.73879029506,27304.27386755514,27554.073578958643,27806.15864305528,28060.549967943396,28317.268653004092,28576.33599065123,28837.773468097443,29101.602769136294,29367.84577594073,29636.524570878028,29907.6614383413,30181.27886659779,30457.39954965406,30736.046389138246,31017.242496199524,31301.011193424976,31587.376016773986,31876.36071753031,32167.989264272026,32462.28584485953,32759.27486844165,33058.98096748019,33361.42899979294,33666.64405061541,33974.65143468145,34285.47669832278,34599.14562158793,34915.684220380346,35235.11874861627,35557.475700402174,35882.781812232235,36211.06406520589,36542.34968726561,36876.66615545529,37214.041198199135,37554.50279760152,37898.079191767785,38244.79887714642,38594.69061089248,38947.78341325279,39304.10656997287,39663.68963472591,40026.56243156399,40392.7550573917,40762.297884462394,41135.22156289729
"NEWBERRY",37672.70291279,38017.360689116635,38365.1716499402,38716.16464292687,39070.36877966262,39427.81343806774,39788.52826483351,40152.5431778811,40519.88836884295,40890.59430556689,41264.69173464322,41642.21168395478,42023.18546525046,42407.64467674224,42795.62120572587,43187.14723122574,43582.25522666377,43980.977962552795,44383.34850921452,44789.40023952247,45199.16683166992,45612.68227196319,46029.98085764047,46451.09719971652,46876.06622585324,47304.92318325667,47737.70364160037,48174.44349597561,48615.17896986854,49059.94661816455,49508.783330180224,49961.72633272289,50418.81319317828,50880.08182262639,51345.57047898585,51815.317770187015,52289.362657374215,52767.74445813714,53250.50284977192,53737.67787257196,54229.309933148885,54725.43980778396,55226.108645810025,55731.35797302449,56241.22969513352,56755.76610122768,57275.00986728945,57799.00405973281,58327.79213897514,58861.41796304194
"OCONEE",79138.7137714,79862.73331342601,80593.37672223296,81330.70459785797,82074.77809475215,82825.65892685286,83583.40937270223,84348.09228061256,85119.77107387906,85898.50975604022,86684.37291618626,87477.42573431623,88277.73398674405,89085.36405155406,89900.38291410648,90722.85817259314,91552.85804364424,92390.4513679862,93235.70761615131,94088.6968942398,94949.48994973436,95818.15817736802,96694.77362504572,97579.40899981998,98472.13767392123,99373.03369084337,100282.17177148502,101199.62732034692,102125.476431786,103059.79589632664,104002.66320702988,104954.1565659206,105914.35489047368,106883.33782015953,107861.1857230494,108847.9797024811,109843.80160378583,110848.73402107653,111862.86030409817,112886.26456514093,113919.03168601646,114961.24732509807,116012.99792442532,117074.37071687348,118145.45373338883,119226.33581028982,120317.10659663536,121417.85656166037,122528.67700227919,123649.66005065803
"ORANGEBURG",82935.3089105,83694.06251557649,84459.75776035723,85232.45815210129,86012.2277790792,86799.1313158884,87593.23402881746,88394.60178125928,89203.30103917378,90019.39887660075,90842.96298122293,91674.06165998009,92512.76384473445,93359.13909798797,94213.25761865181,95075.19024786883,95945.00847488902,96822.78444299905,97708.59095550567,98602.50148177428,99504.59016332237,100414.93181996894,101333.60195604009,102260.67676663137,103196.23314392751,104140.34868357985,105093.10169114216,106054.57118856546,107024.83692075204,108003.97936216956,108992.07972352578,109989.21995850402,110995.48277056067,112010.9516197845,113035.71072981901,114069.84509484789,115113.44048664457,116166.58346168618,117229.36136833258,118301.86235407108,119384.17537282745,120476.39019234382,121578.59740162415,122690.88841844756,123813.35549695084,124946.09173527978,126089.19108331102,127242.74835044419,128406.85921346548,129581.62022448321
"PICKENS",133779.1345844,136067.9488173016,138395.9221508283,140763.72455423314,143172.0374592079,145621.55395599327,148112.97899284345,150647.02957890404,153224.43499056043,155845.93698131703,158512.28999526694,161224.261384214,163982.6316285097,166788.19456166803,169641.7575988236,172544.14196909827,175496.1829519431,178498.73011752442,181552.64757122195,184658.8142023106,187818.1239368966,191031.48599518105,194299.8251531255,197624.08200859348,201005.2132520462,204444.19194186913,207942.0077844092,211499.66741880326,215118.19470667947,218798.63102681516,222542.03557483616,226349.48566804355,230222.07705545553,234160.9242331539,238167.16076502582,242241.93960899304,246386.43344882244,250601.83503161374,254889.35751106095,259250.23479658717,263685.7219084518,268197.0953389342,272785.65341969643,277452.7166954307,282199.62830390036,287027.75436248246,291938.4843613237,296933.2315632229,302013.4334103548,307180.55193795287
"RICHLAND",418090.7709237,421915.7748195667,425775.7726828225,429671.084664188,433602.0338433597,437568.94625580614,441572.15091981,445611.9798637566,449688.7681536727,453802.85392101714,457954.57839072583,462144.2859095129,466372.3239744311,470639.0432616936,474944.79765575903,479289.9442786832,483674.84351973876,488099.85906530643,492565.35792903876,497071.71048230137,501619.29048489104,506208.47511603596,510839.6450056791,515513.18426604813,520229.4805235136,524988.9249507389,529791.9122991248,534638.8409315499,539530.1128554117,544466.1337559685,549447.3130299882,554474.0638197031,559546.8030470762,564665.9514483821,569831.9336091018,575045.1779991384,580306.1170083551,585615.1869824381,590972.8282590864,596379.4852045344,601835.606250408,607341.6439309173,612898.0549203906,618505.300071151,624163.8444517398,629874.1573854896,635636.7124894502,641451.9877136712,647320.4653808426,653242.6322262997
"SALUDA",18565.67605692,18735.52860614089,18906.93509222831,19079.909731747124,19254.46687132588,19430.62098884668,19608.386694646033,19787.77873272661,19968.81198198013,20151.501457421436,20335.862311433844,20521.90983502589,20709.659459099563,20899.12675573019,21090.327439457957,21283.27736859129,21477.992546522182,21674.489123053496,21872.783395738432,22072.89181123229,22274.830966656544,22478.61761097542,22684.268646385066,22891.801129715448,23101.232273845024,23312.579449128414,23525.860184837096,23741.09217061331,23958.293257937235,24177.4814616076,24398.67496123587,24621.892102754027,24847.151399936243,25074.471535934386,25303.871364827646,25535.36991318627,25768.986381649665,26004.740146518903,26242.650761363802,26482.737958644713,26725.021651349132,26969.521934643322,27216.259087538998,27465.253574575283,27716.52604751607,27970.097347062852,28225.988504583303,28484.22074385563,28744.815482828846,29007.79433539925
"SPARTANBURG",336353.8071001,343672.0173829906,351149.4534591207,358789.5796800533,366595.9357729016,374572.13848031074,382721.88323612127,391048.9458774914,399557.1843942701,408250.5407164324,417133.0425404046,426208.8051951267,435482.03354871355,444957.0239566023,454638.16625208565,464529.94578015385,474636.94547558844,484963.84798626986,495515.437842683,506296.6036746255,517312.3404761465,528567.751919764,540068.0527210344,551818.5710545687,563824.7510226158,576092.1551773546,588626.4670980665,601433.4940243787,614519.1695468033,627889.5563558115,641550.8490507244,655509.3770097167,669771.6073222641,684344.147785394,699233.749965127,714447.3123245271,729991.8834198111,745874.665165997,762103.0161736042,778684.4551579527,795626.6644226398,812937.4934188073,830624.9623818519,848697.2660472583,867162.7774472819,886030.0517902363,905307.8304241844,925005.0448868709,945130.8210437682,965694.4833161592
"SUMTER",104944.8764009,105904.98982363314,106873.88707475434,107851.64851522859,108838.3552412225,109834.0890908304,110838.93265086215,111852.96926369288,112876.2830341754,113908.95883661608,114951.08232181417,116002.73992416597,117064.0188688335,118135.00717897923,119215.79368306663,120306.46802222774,121407.12065769803,122517.84287831937,123638.72680811143,124769.86541391272,125911.35251309117,127063.28278132546,128225.75176045742,129398.85586641647,130582.6923972163,131777.3595410248,132982.95638430797,134199.58292004815,135427.34005603753,136666.32962324738,137916.6543842743,139178.41804186293,140451.7252475076,141736.6816101319,143033.3937048481,144341.96908179636,145662.51627506528,146995.1448116936,148339.96522075456,149697.08904252306,151066.62883772713,152448.69819688358,153843.41174971947,155250.8851746793,156671.23520851988,158104.579655992,159551.03739961173,161010.72840952035,162483.77375343474,163970.29560668903
"UNION",27030.5594076,27277.854976485913,27527.412988315325,27779.25414159123,28033.39932418185,28289.869615053085,28548.68628601683,28809.870803495258,29073.444830301258,29339.430227435176,29607.849055897972,29878.72357852098,30152.07626181238,30427.92977782063,30706.307006014846,30987.231035182467,31270.725165344273,31556.812909686872,31845.5179965129,32136.86437120909,32430.876198232283,32727.577863113678,33026.99397448135,33329.149366101345,33634.06909893737,33941.77846322937,34252.30298059114,34565.668406127115,34881.90073056845,35201.02618242877,35523.07123017959,35848.06258444553,36176.02720021983,36506.99227909997,36840.98527154375,37178.03387914609,37518.16605693661,37861.41001569824,38207.79422430704,38557.34741209343,38910.09857122499,39266.07695911113,39625.312100829695,39987.83379157581,40353.672099133095,40722.85736636751,41095.42021374403,41471.3915418663,41850.802534039576,42233.68465885706
"WILLIAMSBURG",30586.65704268,30866.48642540306,31148.875894484238,31433.848871488823,31721.428992259946,32011.64010887891,32304.50629164353,32600.051831064535,32898.301239880195,33199.27925508948,33503.01084000374,33809.521186317186,34118.83571619627,34430.98008438828,34745.980180349085,35063.86213039049,35384.65229984714,35708.37729526328,36035.063966599504,36364.73940945973,36697.43096733855,37033.16623388904,37371.97305521146,37713.87953216284,38058.91402268762,38407.105144169705,38758.481775806045,39113.073061001836,39470.90840978774,39832.01750125914,40196.430286037765,40564.17698875579,40935.28811056271,41309.79443165512,41687.72701382965,42069.11720305921,42453.99663209291,42842.39722307964,43234.35119021578,43629.89104241697,44029.049586014524,44431.85992747635,44838.35547615282,45248.56994704779,45662.53736361495,46080.29206057968,46501.86868678691,46927.302208074805,47356.627910174924,47789.88140163883
"YORK",291078.1106771,298366.11011749407,305836.5861299657,313494.1075539654,321343.357623321,329389.1368304394,337636.36586222035,346090.08860948065,354755.47525172756,363637.8254191692,372742.5714338942,382075.28163220524,391641.66377013555,401447.56851423386,411498.9930197505,421802.08459841454,432363.1444780441,443188.6316562901,454285.16685086925,465659.53654870356,477318.6971564411,489269.7792548981,501520.0919600229,514077.1273930504,526948.5652625787,540142.2775613724,553666.333380765,567529.0038456023,581738.7671727474,596304.3138562414,611234.551982288,626538.6126773161,642225.8556924494,658305.875127801,674788.505300091,691683.8267571789,709002.1724431863,726754.1340179824,744950.5683348959,763602.604080616,782721.648581343,802319.3947793497,822407.8283842241,842999.2352031617,864106.2086547957,885741.6574711556,907918.8135924708,930651.2402596393,953952.8403093196,977837.8646767103
"SOUTH CAROLINA",5177873.55461345,5225244.575205329,5273048.98096358,5321290.736816552,5369973.84396669,5419102.340222405,5468680.300332971,5518711.83632648,5569201.097850903,5620152.272518263,5671569.586251957,5723457.3036372615,5775819.72827503,5828661.2031386485,5881986.110934236,5935798.8744641505,5990103.956993824,6044905.862621943,6100209.13665402,6156018.365979394,6212338.179451658,6269173.248272588,6326528.286379567,6384408.050836575,6442817.342228729,6501761.005060453,6561243.928157286,6621271.045071362,6681847.334490602,6742977.820651649,6804667.573756584,6866921.71039345,6929745.393960623,6993143.835095074,7057122.292104537,7121686.071403634,7186840.527954002,7252591.06570843,7318943.138059065,7385902.248289729,7453473.950032349,7521663.847727597,7590477.5970897125,7659920.905575599,7729999.5328582,7800719.291304209,7872086.046456157,7944105.717518898,8016784.277850552,8090127.755457948
